Joueur,�ge,Position,Ligue,�quipe,Matchs jou�s,Titularisations,Minutes jou�es,Matches �quivalents 90 minutes,Buts,Passes d�cisives,Buts + Passes d�cisives,Buts hors penalty,Penalty marqu�s,Penalty tent�s,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes d�cisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,R�ceptions progressives ,Buts par 90 minutes,Passes d�cisives par 90 minutes,Buts + Passes d�cisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes d�cisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (�quivalents 90 minutes),Actions menant � un tir,Actions menant � un tir par 90 minutes ,Passes vivantes menant � un tir,Passes arr�t�es menant � un tir,Ballons perdus menant � un tir,Tirs menant � un tir,Fautes subies menant � un tir,Actions d�fensives menant � un tir,Actions menant � un but,Actions menant � un but par 90 minutes,Passes vivantes menant � un but,Passes arr�t�es menant � un but,Ballons perdus menant � un but,Tirs menant � un but,Fautes subies menant � un but ,Actions d�fensives menant � un but,Passes r�ussies totales,Passes tent�es totales,Pourcentage de r�ussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes r�ussies,Passes courtes tent�es,Pourcentage de r�ussite des passes courtes,Passes moyennes r�ussies,Passes moyennes tent�es,Pourcentage de r�ussite des passes moyennes,Passes longues r�ussies,Passes longues tent�es,Pourcentage de r�ussite des passes longues,Passes d�cisives,Passes d�cisives attendues (xAG),Passes attendues ,Diff�rence entre passes attendues et xAG,Passes cl�s,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles r�ussis,Penalty obtenus,Penalty conc�d�s,Buts contre son camp,Ballons r�cup�r�s,Duels a�riens gagn�s,Duels a�riens perdus,Pourcentage de duels a�riens gagn�s,Buts,Tirs,Tirs cadr�s,Pourcentage de tirs cadr�s,Tirs par 90 minutes,Tirs cadr�s par 90 minutes,Buts par tir,Buts par tir cadr� ,Distance moyenne des tirs,Coups francs,Penalty marqu�s,Penalty tent�s,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Diff�rence entre buts r�els et xG ,Diff�rence entre buts r�els hors penalty et npxG,Tacles,Tacles r�ussis,Tacles dans le tiers d�fensif,Tacles dans le tiers m�dian,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tent�s,Pourcentage de tacles r�ussis Tkl%,Duels perdus,Contres,Tirs contr�s ,Passes cntr�es ,Interceptions ,Tacles + Interceptions,D�gagements,Erreurs ayant conduit � un tir adverse,Minutes par match ,Pourcentage de minutes jou�es ,Titularisations,Minutes par titularisation ,Matches compl�t�s,Rempla�ants,Minutes par entr�e,Matches non remplac�,Points par match,Buts marqu�s avec le joueur,Buts encaiss�s avec le joueur,Diff�rence de buts avec le joueur,Diff�rence de buts par 90 minutes,Diff�rence avec/sans le joueur,xG marqu�s avec le joueur ,xG encaiss�s avec le joueur,Diff�rence de xG avec le joueur,Diff�rence de xG par 90 minutes,Diff�rence de xG avec/sans le joueur,Touches,Touches dans la surface d�fensive,Touches dans le tiers d�fensif,Touches dans le tier m�dian,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tent�s,Dribbles r�ussis,Pourcentage de dribbles r�ussis,Ballons perdus apr�s dribble,Pourcentage de ballons perdus apr�s dribble,Port�es de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Sergio Ruiz,28.0,Midfielder,La Liga,Granada,35.0,30.0,2494.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,1.3,2.0,34.0,113.0,23.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07,27.7,47.0,1.7,33.0,1.0,4.0,4.0,4.0,1.0,7.0,0.25,6.0,1.0,0.0,0.0,0.0,0.0,1080.0,1283.0,84.2,18617.0,5626.0,490.0,541.0,90.6,466.0,517.0,90.1,96.0,151.0,63.6,4.0,1.3,1.8,2.7,12.0,68.0,23.0,3.0,113.0,0.0,42.0,66.0,0.0,17.0,28.0,46.0,0.0,1.0,0.0,177.0,32.0,30.0,51.6,0.0,13.0,1.0,7.7,0.47,0.04,0.0,0.0,18.2,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,83.0,46.0,43.0,36.0,4.0,38.0,84.0,45.2,46.0,24.0,6.0,18.0,28.0,111.0,43.0,1.0,71.0,72.9,30.0,80.0,14.0,5.0,20.0,1.0,0.58,28.0,57.0,-29.0,-1.05,0.12,29.4,41.4,-12.0,-0.43,0.5,1578.0,81.0,486.0,927.0,199.0,26.0,1578.0,54.0,23.0,42.6,17.0,31.5,931.0,5100.0,2665.0,34.0,24.0,6.0
Julian Ryerson,25.0,Defender,Bundesliga,Dortmund,21.0,20.0,1767.0,19.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,1.8,1.8,2.7,4.5,41.0,64.0,118.0,0.2,0.05,0.25,0.2,0.25,0.09,0.14,0.23,0.09,0.23,19.6,29.0,1.48,22.0,0.0,2.0,2.0,1.0,2.0,4.0,0.2,2.0,0.0,1.0,0.0,0.0,1.0,974.0,1129.0,86.3,14916.0,3144.0,503.0,549.0,91.6,399.0,448.0,89.1,43.0,70.0,61.4,1.0,2.7,2.8,-1.7,14.0,46.0,7.0,5.0,64.0,0.0,18.0,25.0,0.0,40.0,10.0,23.0,0.0,0.0,0.0,121.0,8.0,12.0,40.0,4.0,18.0,8.0,44.4,0.92,0.41,0.22,0.5,19.5,0.0,0.0,0.0,1.8,1.8,0.1,2.2,2.2,41.0,23.0,26.0,11.0,4.0,27.0,47.0,57.4,20.0,31.0,7.0,24.0,10.0,51.0,35.0,3.0,84.0,57.7,20.0,86.0,14.0,1.0,45.0,3.0,2.0,35.0,24.0,11.0,0.56,-0.41,30.4,29.9,0.4,0.02,-0.75,1346.0,60.0,430.0,588.0,343.0,32.0,1346.0,40.0,16.0,40.0,18.0,45.0,813.0,4244.0,2096.0,41.0,41.0,6.0
Frederik Rønnow,30.0,Goalkeeper,Bundesliga,Union Berlin,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,33.0,4.0,0.12,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,1316.0,72.3,26908.0,19806.0,173.0,173.0,100.0,475.0,483.0,98.3,296.0,651.0,45.5,0.0,0.1,0.1,-0.1,1.0,36.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,10.0,1.0,90.9,0.0,3.0,0.0,0.0,0.09,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,2.0,90.0,97.1,33.0,90.0,33.0,0.0,0.0,0.0,1.0,33.0,56.0,-23.0,-0.7,1.3,39.6,49.4,-9.8,-0.3,0.27,1401.0,1071.0,1384.0,16.0,3.0,3.0,1401.0,0.0,0.0,0.0,0.0,0.0,806.0,4273.0,2894.0,0.0,1.0,1.0
José Sá,30.0,Goalkeeper,Premier League,Wolves,35.0,35.0,3037.0,33.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,33.7,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,720.0,1097.0,65.6,17257.0,11201.0,186.0,190.0,97.9,360.0,369.0,97.6,162.0,522.0,31.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,21.0,5.0,87.0,88.8,35.0,87.0,33.0,0.0,0.0,0.0,1.23,47.0,58.0,-11.0,-0.33,0.61,42.5,60.2,-17.6,-0.52,0.26,1198.0,1049.0,1189.0,8.0,1.0,0.0,1198.0,3.0,3.0,100.0,0.0,0.0,677.0,4662.0,3131.0,0.0,1.0,1.0
Youssouf Sabaly,30.0,Defender,La Liga,Betis,12.0,12.0,1046.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,31.0,47.0,43.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,11.6,17.0,1.46,15.0,1.0,1.0,0.0,0.0,0.0,3.0,0.26,2.0,1.0,0.0,0.0,0.0,0.0,540.0,656.0,82.3,7544.0,2477.0,314.0,352.0,89.2,192.0,223.0,86.1,16.0,38.0,42.1,1.0,0.5,0.7,0.5,4.0,33.0,10.0,1.0,47.0,0.0,9.0,6.0,0.0,27.0,11.0,11.0,0.0,0.0,0.0,63.0,10.0,13.0,43.5,0.0,4.0,0.0,0.0,0.34,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,16.0,11.0,12.0,3.0,1.0,8.0,12.0,66.7,4.0,6.0,3.0,3.0,11.0,27.0,27.0,0.0,87.0,30.6,12.0,87.0,10.0,0.0,0.0,5.0,1.5,18.0,17.0,1.0,0.09,0.01,11.7,14.5,-2.9,-0.25,-0.12,761.0,37.0,250.0,340.0,178.0,14.0,761.0,23.0,12.0,52.2,8.0,34.8,437.0,2179.0,1089.0,31.0,22.0,2.0
Emmanuel Sabbi,25.0,Forward,Ligue 1,Le Havre,30.0,18.0,1584.0,17.6,5.0,1.0,6.0,3.0,2.0,2.0,5.0,0.0,4.1,2.5,1.4,4.0,38.0,36.0,101.0,0.28,0.06,0.34,0.17,0.23,0.23,0.08,0.32,0.14,0.23,17.6,44.0,2.5,26.0,1.0,5.0,5.0,7.0,0.0,6.0,0.34,3.0,0.0,1.0,1.0,1.0,0.0,258.0,368.0,70.1,3538.0,1097.0,147.0,190.0,77.4,82.0,112.0,73.2,10.0,20.0,50.0,1.0,1.4,1.1,-0.4,10.0,21.0,9.0,3.0,36.0,0.0,26.0,37.0,2.0,20.0,19.0,19.0,2.0,0.0,0.0,69.0,12.0,33.0,26.7,5.0,29.0,10.0,34.5,1.65,0.57,0.1,0.3,16.4,0.0,2.0,2.0,4.1,2.5,0.09,0.9,0.5,38.0,19.0,15.0,15.0,8.0,16.0,39.0,41.0,23.0,26.0,2.0,24.0,19.0,57.0,7.0,0.0,53.0,51.8,18.0,73.0,2.0,12.0,22.0,2.0,0.93,19.0,21.0,-2.0,-0.11,0.44,21.2,25.1,-4.0,-0.23,0.34,630.0,17.0,106.0,260.0,272.0,61.0,628.0,60.0,20.0,33.3,37.0,61.7,438.0,2526.0,1057.0,38.0,16.0,16.0
Stefano Sabelli,30.0,Defender,Serie A,Genoa,32.0,30.0,2429.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.9,2.7,69.0,88.0,101.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,27.0,59.0,2.19,44.0,5.0,2.0,2.0,5.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,611.0,977.0,62.5,10552.0,4661.0,307.0,377.0,81.4,228.0,347.0,65.7,61.0,164.0,37.2,1.0,1.9,1.9,-0.9,20.0,58.0,35.0,15.0,88.0,0.0,36.0,36.0,4.0,99.0,23.0,24.0,0.0,0.0,0.0,91.0,16.0,22.0,42.1,0.0,9.0,3.0,33.3,0.33,0.11,0.0,0.0,18.6,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,50.0,24.0,28.0,19.0,3.0,15.0,46.0,32.6,31.0,27.0,6.0,21.0,23.0,73.0,35.0,0.0,76.0,71.0,30.0,79.0,6.0,2.0,29.0,2.0,1.34,33.0,25.0,8.0,0.3,1.02,26.0,26.7,-0.7,-0.02,0.56,1230.0,56.0,303.0,499.0,440.0,16.0,1230.0,33.0,8.0,24.2,20.0,60.6,616.0,3388.0,1772.0,69.0,44.0,4.0
Marcel Sabitzer,29.0,Midfielder,Bundesliga,Dortmund,25.0,23.0,1961.0,21.8,4.0,3.0,7.0,3.0,1.0,1.0,3.0,1.0,3.6,2.8,1.8,4.6,39.0,111.0,69.0,0.18,0.14,0.32,0.14,0.28,0.16,0.08,0.25,0.13,0.21,21.8,70.0,3.21,53.0,6.0,4.0,5.0,2.0,0.0,9.0,0.41,8.0,0.0,0.0,0.0,1.0,0.0,868.0,1067.0,81.3,12805.0,3494.0,478.0,539.0,88.7,292.0,344.0,84.9,51.0,98.0,52.0,3.0,1.8,3.0,1.2,22.0,78.0,23.0,1.0,111.0,0.0,15.0,28.0,1.0,30.0,12.0,24.0,0.0,0.0,0.0,89.0,6.0,20.0,23.1,4.0,46.0,19.0,41.3,2.11,0.87,0.07,0.16,22.6,5.0,1.0,1.0,3.6,2.8,0.06,0.4,0.2,39.0,24.0,18.0,20.0,1.0,23.0,42.0,54.8,19.0,31.0,12.0,19.0,12.0,51.0,34.0,0.0,78.0,64.1,23.0,84.0,18.0,2.0,16.0,2.0,1.88,44.0,26.0,18.0,0.83,0.25,39.5,31.6,7.9,0.36,0.07,1305.0,69.0,271.0,694.0,346.0,56.0,1304.0,30.0,11.0,36.7,15.0,50.0,711.0,3258.0,1767.0,39.0,21.0,7.0
Falaye Sacko,28.0,Defender,Ligue 1,Montpellier,19.0,15.0,1382.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,38.0,63.0,42.0,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,15.4,27.0,1.76,23.0,1.0,0.0,0.0,2.0,1.0,4.0,0.26,4.0,0.0,0.0,0.0,0.0,0.0,605.0,784.0,77.2,10049.0,3666.0,267.0,311.0,85.9,275.0,343.0,80.2,41.0,84.0,48.8,1.0,0.4,1.3,0.6,7.0,39.0,13.0,6.0,63.0,0.0,8.0,8.0,0.0,27.0,24.0,16.0,0.0,0.0,1.0,107.0,15.0,23.0,39.5,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,28.0,16.0,13.0,10.0,5.0,21.0,32.0,65.6,11.0,19.0,7.0,12.0,24.0,52.0,37.0,0.0,73.0,45.2,15.0,86.0,13.0,4.0,22.0,6.0,1.0,17.0,24.0,-7.0,-0.46,-0.56,21.6,20.4,1.2,0.08,0.4,922.0,54.0,288.0,425.0,220.0,11.0,922.0,19.0,11.0,57.9,8.0,42.1,548.0,3276.0,1612.0,38.0,28.0,5.0
Dominic Sadi,19.0,Forward,Premier League,Bournemouth,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.06,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
Umar Sadiq,26.0,Forward,La Liga,Real Sociedad,26.0,12.0,1077.0,12.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.6,3.6,1.1,4.7,18.0,13.0,74.0,0.25,0.08,0.33,0.25,0.33,0.3,0.09,0.39,0.3,0.39,12.0,23.0,1.92,10.0,0.0,6.0,4.0,2.0,1.0,2.0,0.17,1.0,0.0,1.0,0.0,0.0,0.0,131.0,192.0,68.2,1831.0,294.0,74.0,96.0,77.1,42.0,58.0,72.4,6.0,12.0,50.0,1.0,1.1,0.9,-0.1,10.0,8.0,4.0,1.0,13.0,0.0,45.0,19.0,27.0,12.0,0.0,10.0,0.0,0.0,0.0,34.0,29.0,51.0,36.3,3.0,33.0,10.0,30.3,2.76,0.84,0.09,0.3,14.7,0.0,0.0,0.0,3.6,3.6,0.12,-0.6,-0.6,15.0,10.0,2.0,8.0,5.0,4.0,8.0,50.0,4.0,9.0,0.0,9.0,0.0,15.0,10.0,0.0,41.0,31.5,12.0,69.0,2.0,14.0,18.0,10.0,1.58,16.0,15.0,1.0,0.08,-0.34,15.1,14.2,0.9,0.07,-0.03,363.0,8.0,17.0,147.0,206.0,60.0,363.0,49.0,31.0,63.3,17.0,34.7,226.0,1327.0,427.0,18.0,11.0,10.0
Alexis Saelemaekers,24.0,Forward,Serie A,Bologna,30.0,21.0,1887.0,21.0,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,2.8,5.5,65.0,77.0,180.0,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,21.0,85.0,4.06,52.0,18.0,6.0,5.0,4.0,0.0,10.0,0.48,6.0,0.0,1.0,1.0,2.0,0.0,786.0,1008.0,78.0,12039.0,3234.0,431.0,487.0,88.5,233.0,288.0,80.9,77.0,133.0,57.9,2.0,2.8,3.5,-0.8,44.0,39.0,35.0,5.0,77.0,1.0,16.0,58.0,2.0,86.0,13.0,22.0,1.0,0.0,0.0,112.0,8.0,7.0,53.3,4.0,29.0,10.0,34.5,1.38,0.48,0.14,0.4,23.2,4.0,0.0,0.0,2.6,2.6,0.09,1.4,1.4,32.0,22.0,13.0,14.0,5.0,12.0,27.0,44.4,15.0,13.0,1.0,12.0,13.0,45.0,10.0,1.0,63.0,55.2,21.0,76.0,7.0,9.0,32.0,1.0,1.87,31.0,18.0,13.0,0.62,0.09,24.3,22.8,1.5,0.07,-0.48,1271.0,7.0,177.0,555.0,558.0,47.0,1271.0,106.0,40.0,37.7,58.0,54.7,818.0,4996.0,2370.0,65.0,49.0,17.0
Pablo Saenz,22.0,Midfielder,La Liga,Granada,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,106.0,61.0,1.0,1.0,100.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.6,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,3.0,-3.0,-14.21,-13.2,0.0,2.2,-2.2,-10.59,-10.07,8.0,1.0,3.0,2.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,11.0,0.0,0.0,0.0
Modibo Sagnan,24.0,Defender,Ligue 1,Montpellier,13.0,12.0,1054.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,0.3,1.5,7.0,25.0,5.0,0.17,0.0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13,11.7,8.0,0.68,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,442.0,517.0,85.5,8897.0,3096.0,124.0,147.0,84.4,236.0,256.0,92.2,66.0,89.0,74.2,0.0,0.3,0.4,-0.3,3.0,27.0,0.0,0.0,25.0,0.0,19.0,8.0,0.0,1.0,15.0,22.0,0.0,0.0,0.0,51.0,20.0,10.0,66.7,2.0,9.0,3.0,33.3,0.77,0.26,0.22,0.67,19.5,0.0,0.0,0.0,1.2,1.2,0.13,0.8,0.8,34.0,22.0,23.0,9.0,2.0,15.0,25.0,60.0,10.0,13.0,9.0,4.0,15.0,49.0,67.0,0.0,81.0,34.4,12.0,88.0,9.0,1.0,1.0,1.0,1.46,18.0,17.0,1.0,0.09,0.35,17.3,21.9,-4.6,-0.4,-0.39,676.0,107.0,342.0,306.0,31.0,13.0,676.0,2.0,2.0,100.0,0.0,0.0,447.0,2290.0,1211.0,7.0,3.0,0.0
Wesley Saïd,28.0,Forward,Ligue 1,Lens,27.0,11.0,1020.0,11.3,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,5.7,5.7,0.9,6.6,18.0,26.0,95.0,0.62,0.09,0.71,0.62,0.71,0.5,0.08,0.58,0.5,0.58,11.3,38.0,3.35,25.0,0.0,4.0,5.0,2.0,2.0,5.0,0.44,1.0,0.0,2.0,1.0,1.0,0.0,193.0,268.0,72.0,2835.0,706.0,101.0,132.0,76.5,55.0,79.0,69.6,15.0,26.0,57.7,1.0,0.9,1.2,0.1,12.0,20.0,12.0,2.0,26.0,0.0,33.0,15.0,8.0,15.0,4.0,4.0,1.0,0.0,0.0,33.0,8.0,23.0,25.8,7.0,45.0,18.0,40.0,3.97,1.59,0.16,0.39,13.6,0.0,0.0,0.0,5.7,5.7,0.13,1.3,1.3,8.0,4.0,1.0,2.0,5.0,2.0,9.0,22.2,7.0,4.0,0.0,4.0,4.0,12.0,3.0,0.0,38.0,33.3,11.0,65.0,0.0,16.0,19.0,1.0,1.48,16.0,13.0,3.0,0.26,0.04,17.7,17.0,0.7,0.06,-0.23,386.0,2.0,27.0,158.0,209.0,77.0,386.0,21.0,13.0,61.9,7.0,33.3,298.0,1747.0,741.0,18.0,15.0,7.0
Théo Sainte-Luce,24.0,Defender,Ligue 1,Montpellier,6.0,3.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,8.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,3.8,3.0,0.78,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,172.0,79.1,2097.0,901.0,67.0,73.0,91.8,60.0,75.0,80.0,5.0,14.0,35.7,0.0,0.1,0.1,-0.1,1.0,10.0,0.0,0.0,15.0,0.0,3.0,4.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,23.0,3.0,4.0,42.9,0.0,3.0,1.0,33.3,0.78,0.26,0.0,0.0,22.4,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,17.0,7.0,10.0,6.0,1.0,11.0,19.0,57.9,8.0,9.0,4.0,5.0,3.0,20.0,15.0,0.0,58.0,11.3,3.0,79.0,1.0,3.0,37.0,7.0,0.5,1.0,6.0,-5.0,-1.3,-1.3,3.8,3.9,-0.2,-0.04,0.11,229.0,20.0,80.0,109.0,43.0,4.0,229.0,9.0,3.0,33.3,5.0,55.6,120.0,639.0,326.0,8.0,6.0,1.0
Bukayo Saka,21.0,Forward,Premier League,Arsenal,35.0,35.0,2919.0,32.4,16.0,9.0,25.0,10.0,6.0,6.0,4.0,0.0,15.5,10.8,10.5,21.2,155.0,126.0,508.0,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,32.4,188.0,5.8,137.0,26.0,10.0,9.0,4.0,2.0,21.0,0.65,16.0,2.0,1.0,1.0,1.0,0.0,1143.0,1512.0,75.6,16891.0,4402.0,705.0,793.0,88.9,331.0,427.0,77.5,80.0,183.0,43.7,9.0,10.5,11.0,-1.5,91.0,39.0,73.0,12.0,126.0,0.0,41.0,69.0,8.0,181.0,15.0,35.0,1.0,0.0,0.0,155.0,23.0,36.0,39.0,16.0,102.0,31.0,30.4,3.14,0.96,0.1,0.32,16.3,0.0,6.0,6.0,15.5,10.8,0.11,0.5,-0.8,66.0,35.0,22.0,24.0,20.0,26.0,59.0,44.1,33.0,43.0,2.0,41.0,15.0,81.0,24.0,1.0,83.0,85.4,35.0,83.0,17.0,0.0,0.0,0.0,2.29,78.0,27.0,51.0,1.57,-0.4,66.4,25.0,41.3,1.27,0.04,1952.0,37.0,182.0,474.0,1310.0,271.0,1946.0,122.0,49.0,40.2,54.0,44.3,1223.0,7180.0,3728.0,155.0,68.0,72.0
Mamadou Sakho,33.0,Defender,Ligue 1,Montpellier,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,93.8,192.0,105.0,8.0,8.0,100.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.2,0.0,0.0,0.0,1.0,7.0,5.0,3.0,1.0,0.0,1.0,12.86,13.03,0.5,0.2,0.3,4.03,4.18,18.0,1.0,11.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,36.0,0.0,0.0,0.0
